,Unnamed: 0,Video ID,Video Title,Channel,Published Date,Views,Likes,Comments,Subscribers,Channel Views,Country,Region,CategoryID,CategoryName,Cluster,CategoryID_enc,VideoCluster,Channel_Cluster,Video_Cluster,Country_Cluster_x,Category_Cluster_x,Year,Month,Day,DayOfWeek,DayName,Views_per_Sub,Engagement,Like_per_Sub,Comment_per_Sub
1897,1897,5743,7426,2113,0.9256670882222124,3231884,72892,1072,570000,532144697,91,6,17,9,0,10,1,0,0,1,0,2025,10,17,4,0.0,5.669961982522838,0.0228857153023699,0.1278804774026712,0.0018806984549149
1898,1898,4791,8292,7237,0.4951917555018781,7063841,248873,3193,1630000,2242837584,91,32,28,4,0,9,1,0,3,1,0,2025,10,1,2,1.0,4.333642126599923,0.0356839804740819,0.152682728415504,0.0019588945037457
1899,1899,4172,5181,4995,0.7017105952720613,596557,27317,1323,3090000,1925192087,30,14,10,7,0,6,0,0,0,2,0,2025,10,9,3,0.6666666666666666,0.193060455320241,0.0480087434918314,0.0088404502134465,0.0004281552012442
1900,1900,5873,6391,969,0.86946567041457,435582,7092,547,565000,234871224,31,7,20,0,0,4,0,0,0,1,2,2025,10,15,2,1.0,0.7709402284243745,0.0175374153720416,0.0125521901731147,0.0009681398793984
1901,1901,6100,4730,731,0.8677968122864286,935844,14614,75,162000,70381034,73,36,26,5,0,5,2,0,0,2,1,2025,10,15,2,1.0,5.776779155684224,0.0156959752950542,0.0902093196955574,0.0004629601051845
1902,1902,5903,2718,6489,0.6310926031111421,9800568,494683,1582,24000000,52482463715,67,21,2,6,2,0,3,3,3,1,0,2025,10,6,0,0.1666666666666666,0.4083569829851257,0.0506363457060503,0.020611790807842,6.591666392013901e-05
1903,1903,5380,101,2811,0.7440828968715323,108524849,915292,2615,240000,194692597,91,2,26,5,2,5,4,0,2,1,1,2025,10,10,4,0.0,452.184986729222,0.0084580351873326,3.813700776246766,0.0108957879342169
1904,1904,8108,3683,2519,0.8158299886085842,7811268,120599,247,340000,1104083089,28,0,1,8,0,3,0,0,3,1,3,2025,10,13,0,0.1666666666666666,22.97425007573507,0.0154707256913057,0.3547018979355943,0.0007264684515633
1905,1905,6751,7100,7016,0.9180492749347876,3475436,38936,267,40500,209350512,48,25,1,8,0,3,2,0,0,1,3,2025,10,17,4,0.0,85.81111577491914,0.0112800203255015,0.9613589787906472,0.0065924298165477
1906,1906,7957,4391,2808,0.9513997633848704,1828964,32367,81,701000,187067235,12,37,24,3,0,2,0,0,0,1,1,2025,10,18,5,0.3333333333333333,2.609074737411216,0.0177411814878906,0.0461725446896652,0.0001155490505719
1907,1907,3007,3099,4422,0.9779618466018292,251288,8803,1129,7080000,1263231426,12,5,20,0,0,4,0,0,0,1,2,2025,10,19,6,0.5,0.0354926503541454,0.0395242131569627,0.0012433614063048,0.000159463254313
1908,1908,5135,7705,7221,0.7615735844674418,137771,2427,187,422000,179246343,27,12,10,7,0,6,0,0,0,1,0,2025,10,11,5,0.3333333333333333,0.3264707903535773,0.0189733763028772,0.0057511712057554,0.0004431269120215
1909,1909,4715,3629,5197,0.8022434499357587,236752,3014,619,1620000,565029381,91,9,25,2,0,7,1,0,0,1,2,2025,10,13,0,0.1666666666666666,0.1461431196647409,0.0153451065034022,0.0018604926787082,0.0003820985295688
1910,1910,6479,6688,6404,0.8339097034152019,1345759,28814,344,33500,57255693,86,44,2,6,0,0,2,0,0,1,0,2025,10,14,1,0.8333333333333333,40.17071132205009,0.0216665675900606,0.8600937285454165,0.0102683501985015
1911,1911,6330,2558,3186,0.978710918499587,388384,5155,49,321000,36604810,39,19,20,0,0,4,0,0,0,1,2,2025,10,19,6,0.5,1.2099152339089283,0.0133990756594616,0.0160591400026791,0.0001526474995404
1912,1912,323,202,1729,0.8167773903928719,925168,12609,15,59300,179232668,67,22,23,10,0,1,2,0,0,1,3,2025,10,13,0,0.1666666666666666,15.60122089003558,0.013645074575564,0.2126271057823645,0.0002529468305762
1913,1913,6862,4857,3709,0.9736381295482488,942181,14157,86,4600000,3188239245,79,46,1,8,0,3,2,0,0,1,3,2025,10,19,6,0.5,0.2048219119952365,0.0151170368357705,0.0030776080266069,1.869564810964172e-05
1914,1914,1616,2861,1719,0.9557184594286808,121567,4709,109,83400,43149570,38,18,1,8,0,3,0,0,0,2,3,2025,10,18,5,0.3333333333333333,1.4576204122252732,0.0396321400368518,0.0564621527319816,0.0013069387657222
1915,1915,6148,7564,5085,0.8973253708486482,2582695,16994,24,18200,28808341,67,12,24,3,0,2,2,0,0,1,1,2025,10,16,3,0.6666666666666666,141.8985220592275,0.0065892385321385,0.9336849623647052,0.0013186088676446
1916,1916,6535,6427,1553,0.5718572401391384,11878060,236179,535,61700000,19755037605,91,21,17,9,0,10,1,2,3,1,0,2025,10,4,5,0.3333333333333333,0.19251312491875,0.0199286735436027,0.0038278605538434,8.67098851424654e-06
1917,1917,725,3452,7407,0.9809292633864288,934776,52939,473,128000,77597282,67,33,2,6,0,0,2,0,0,1,0,2025,10,19,6,0.5,7.302880446246514,0.0571387614372197,0.4135827063851063,0.0036952836305966
1918,1918,6370,3473,2205,0.9757300077511672,204968,13351,97,1170000,326163752,12,5,20,0,0,4,0,0,0,1,2,2025,10,19,6,0.5,0.1751861750545512,0.0656099215003244,0.011411101358033,8.290591204622902e-05
1919,1919,1470,5784,6393,0.9537850568472096,4366545,126046,637,65700000,25757811287,60,33,23,10,0,1,2,2,0,1,3,2025,10,18,5,0.3333333333333333,0.0664618711345225,0.0290121757563071,0.001918508342184,9.695585849382256e-06
1920,1920,4632,7388,7257,0.7887789845634643,5116329,74926,461,109000,282072806,48,25,1,8,0,3,2,0,0,1,3,2025,10,12,6,0.5,46.9383675379125,0.0147345851420842,0.6873881890991825,0.0042293189970734
1921,1921,4179,1197,4153,0.9738618782969296,35139,363,278,4950000,2143565319,71,34,25,2,0,7,1,0,0,1,2,2025,10,19,6,0.5,0.0070987864446896,0.0182413204325554,7.33333185185215e-05,5.616160481583741e-05
1922,1922,348,3574,4681,0.861345128522089,492213,12128,186,20700,38955765,36,45,1,8,0,3,0,0,0,1,3,2025,10,15,2,1.0,23.77725713733636,0.0250175736569865,0.5858654171296073,0.0089850731848702
1923,1923,452,2562,2070,0.9581458038479695,253464,1815,88,323000,79861276,31,29,17,9,0,10,0,0,0,1,0,2025,10,18,5,0.3333333333333333,0.784715836793075,0.0075079399522616,0.0056191776496048,0.0002724449769505
1924,1924,7135,1640,4302,0.9259655244915166,7916831,82472,135,61400,139980207,91,28,17,9,0,10,1,0,3,1,0,2025,10,17,4,0.0,128.93651569192684,0.0104343505078799,1.3431703066725298,0.0021986612595886
1925,1925,6720,655,601,0.938956445878148,297114,4403,567,4780000,2295723558,39,28,20,0,0,4,0,0,0,1,2,2025,10,18,5,0.3333333333333333,0.0621577275820653,0.016727529744375,0.000921129514408,0.0001186192220461
1926,1926,1547,2964,4190,0.8969334182720559,1135522,38936,804,940000,1018761236,73,36,23,10,0,1,2,0,0,2,3,2025,10,16,3,0.6666666666666666,1.2080008425522952,0.0349970894468892,0.0414212325306036,0.0008553182390231
1927,1927,1501,6865,7053,0.9994012445827138,6138,268,134,758000,553015030,46,23,25,2,0,7,0,0,0,1,2,2025,10,20,0,0.1666666666666666,0.0080976146469463,0.0654829776836618,0.000353561538837,0.0001767807694185
1928,1928,2554,4769,3660,0.7097191058836643,3515488,64961,492,13400,40199946,73,39,17,9,0,10,1,0,0,2,0,2025,10,9,3,0.6666666666666666,262.3302738601597,0.0186184624670991,4.847474069099321,0.036713678083725
1929,1929,2452,1493,2168,0.902791367628879,8084924,128127,427,446000,322680913,11,33,1,8,0,3,0,0,3,1,3,2025,10,16,3,0.6666666666666666,18.127591642171208,0.0159004567141933,0.2872796249335764,0.000957396956509
1930,1930,473,5553,4185,0.9607877964356248,295108,3446,309,2440000,635257944,91,49,20,0,0,4,2,0,0,1,2,2025,10,18,5,0.3333333333333333,0.1209458520713721,0.0127241121077296,0.0014122945031579,0.0001266392923609
1931,1931,6394,5808,5618,0.8642372301599153,13011154,272203,91,72700,143422512,67,3,2,6,0,0,2,0,3,1,0,2025,10,15,2,1.0,178.96801969711558,0.0209277347014926,3.7441438219556815,0.0012517021774115
1932,1932,1116,926,6117,0.9150118778262596,7665271,131877,130,553000,561290612,67,35,17,9,0,10,1,0,3,1,0,2025,10,17,4,0.0,13.86122448241504,0.0172214371518714,0.2384751564644548,0.0002350809492207
1933,1933,4341,33,549,0.9007117281373667,218779,22367,778,1260000,1104345391,60,27,25,2,0,7,1,0,0,1,2,2025,10,16,3,0.6666666666666666,0.1736339891793736,0.1057912057774933,0.0177515732130371,0.0006174598274128
1934,1934,8040,1089,6921,0.9159781083973256,2563338,56839,241,351000,1258861461,46,23,1,8,0,3,2,0,0,1,3,2025,10,17,4,0.0,7.302936458870487,0.0222678311374344,0.1619340115840125,0.0006866077304623
1935,1935,6832,2899,2571,0.674599966735741,448973,25790,1909,1100000,258818626,67,34,10,7,0,6,1,0,0,1,0,2025,10,8,2,1.0,0.4081569016755439,0.0616939956434002,0.0234454332314243,0.00173545296777
1936,1936,1560,154,6492,0.9373381116608924,4119387,0,51,26300,65965907,42,35,28,4,0,9,1,0,0,0,0,2025,10,18,5,0.3333333333333333,156.62472909775295,1.2380479818846878e-05,0.0,0.0019390897684498
1937,1937,1030,585,4674,0.8364638283316026,16785343,560087,796,37400,143459410,67,15,1,8,2,3,3,0,3,1,3,2025,10,14,1,0.8333333333333333,448.7939627282693,0.0334150435046192,14.975187829202428,0.0212828533996417
1938,1938,8444,7652,5644,0.919768343160854,1327401,18364,199,171000,285587208,42,42,25,2,0,7,0,0,0,0,2,2025,10,17,4,0.0,7.762533552435366,0.0139844598697304,0.1073911848468722,0.0011637358845854
1939,1939,6496,3186,1421,0.9237004214510308,33958,879,215,582000,533379946,64,30,20,0,0,4,2,0,0,2,2,2025,10,17,4,0.0,0.0583469787852598,0.0322153184722753,0.0015103066833218,0.0003694151728261
1940,1940,5715,8227,3940,0.866664888392279,29997059,265866,176,850000,1463004273,67,28,23,10,2,1,3,0,1,1,3,2025,10,15,2,1.0,35.29061612868691,0.0088689358223772,0.3127831614315748,0.000207058579931
1941,1941,6851,5204,1816,0.5424061934155588,295206,7060,736,51800,4732958,72,35,10,7,0,6,1,0,0,1,0,2025,10,3,4,0.0,5.698847512596282,0.0264085878722388,0.1362908051968108,0.0142082199185343
1942,1942,1956,236,2836,0.9214033094730212,258024,2260,4,50900,109319436,67,22,1,8,0,3,2,0,0,1,3,2025,10,17,4,0.0,5.069134201685625,0.0087743435713593,0.0443999135576904,7.858391780122197e-05
1943,1943,4342,7976,4739,0.9649241670615538,615378,22936,813,4870000,734064708,42,21,25,2,0,7,0,0,0,0,2,2025,10,19,6,0.5,0.1263609596794744,0.038592477156354,0.0047096499569507,0.000166940417466
1944,1944,2856,8118,7003,0.8887598419636333,351618,5619,161,11100,3620950,48,25,28,4,0,9,1,0,0,1,0,2025,10,16,3,0.6666666666666666,31.674443743806865,0.0164382470799359,0.5061706152598865,0.0145031979100981
1945,1945,6004,2627,2410,0.9039188981394092,443085,22202,2165,5390000,1342755070,88,24,10,7,0,6,1,0,0,2,0,2025,10,16,3,0.6666666666666666,0.0822049940250475,0.0549938386678884,0.0041191086977534,0.0004016696842913
1946,1946,5173,7326,319,0.709914611452291,1271050,32982,110,10500,7737608,27,12,2,6,0,0,0,0,0,1,0,2025,10,9,3,0.6666666666666666,121.04085325207124,0.0260351472914934,3.14084372916865,0.0104751928387772
1947,1947,3750,1310,4162,0.9663997163129352,114107,5151,4,2600000,1888883558,93,48,25,2,0,7,1,0,0,1,2,2025,10,19,6,0.5,0.0438872908125804,0.0451764994566551,0.0019811530841718,1.5384609467457898e-06
1948,1948,4378,4880,5299,0.9467383834230532,489150,3796,11,136000,499128617,44,22,2,6,0,0,2,0,0,2,0,2025,10,18,5,0.3333333333333333,3.596664730406394,0.007782872773438,0.0279115594738274,8.088175822236601e-05
1949,1949,3291,7257,648,0.8896576612763738,2957850,83057,63,345000,550018607,85,43,1,8,0,3,2,0,0,1,3,2025,10,16,3,0.6666666666666666,8.57345341027997,0.0281014831375887,0.2407442297268703,0.0001826081663531
1950,1950,6683,7201,6934,0.8105773847443061,2893239,6882,101,1820000,802590014,48,25,26,5,0,5,0,0,0,1,1,2025,10,13,0,0.1666666666666666,1.5896908847852282,0.002413557119354,0.0037813166036721,5.549447500303571e-05
1951,1951,1095,1193,6859,0.7254232554344071,269812,21967,1116,264000,566158897,89,46,10,7,0,6,1,0,0,2,0,2025,10,10,4,0.0,1.022011280260302,0.0855518451668377,0.0832080181514463,0.0042272567149366
1952,1952,5553,934,614,0.8022556886471648,550619,26281,992,449000,963300990,46,23,10,7,0,6,0,0,0,1,0,2025,10,13,0,0.1666666666666666,1.2263202086409608,0.0495314372888743,0.0585321636254707,0.0022093491996677
1953,1953,7252,4674,6291,0.9412124483384332,426209,1853,9,346000,768580971,73,36,26,5,0,5,2,0,0,2,1,2025,10,18,5,0.3333333333333333,1.2318143589180377,0.0043687384153351,0.0053554758512258,2.6011485515937816e-05
1954,1954,1495,358,5742,0.9762248910283232,180150,3280,295,690000,357397865,67,24,20,0,0,4,2,0,0,1,2,2025,10,19,6,0.5,0.261086578135394,0.0198444638109141,0.0047536162991068,0.0004275356122672
1955,1955,3173,3747,2240,0.8182303451002326,27451,936,118,1200000,430615194,28,13,22,1,0,8,0,0,0,1,2,2025,10,13,0,0.1666666666666666,0.0228758142701547,0.0383942882121521,0.0007799993500005,9.833325138895716e-05
1956,1956,6542,8203,5157,0.8459701689255326,22438,1193,85,559000,126892913,86,44,25,2,0,7,1,0,0,1,2,2025,10,14,1,0.8333333333333333,0.0401394630778835,0.056954409733054,0.0021341643395986,0.0001520569730644
1957,1957,6663,2586,7501,0.7785295345209988,55228,2463,572,140000,16419808,38,18,28,4,0,9,0,0,0,2,0,2025,10,12,6,0.5,0.3944828965507389,0.0549530138152057,0.0175927314804894,0.0040856851022492
1958,1958,3131,8141,3151,0.7903179240635154,1043842,0,182,109000,34538458,57,26,23,10,0,1,2,0,0,1,3,2025,10,12,6,0.5,9.57644425280502,0.0001743557220769,0.0,0.0016697094522068
1959,1959,3892,2652,2061,0.648613102952595,1176323,8966,64,56300,160267933,67,48,28,4,0,9,1,0,0,1,0,2025,10,7,1,0.8333333333333333,20.89346548018685,0.0076764564864782,0.1592511678300563,0.0011367471270492
1960,1960,5336,1367,5449,0.9803418052413236,57841,456,479,64800,95404279,86,44,25,2,0,7,1,0,0,1,2,2025,10,19,6,0.5,0.8925942500887332,0.0161647245945852,0.0070369284424623,0.0073918612367093
1961,1961,2186,6498,5460,0.5782731492087123,7260897,48725,248,32200,115257534,91,18,28,4,0,9,1,0,3,1,0,2025,10,4,5,0.3333333333333333,225.48669295984595,0.0067447580175344,1.513151765473122,0.0077016241731623
1962,1962,3467,6026,5961,0.9491211663805644,6706369,219074,261,617000,1001880961,22,33,26,5,0,5,0,0,3,1,1,2025,10,18,5,0.3333333333333333,10.869300049756808,0.0327054725581797,0.3550626336099941,0.0004230139011119
1963,1963,4202,2628,3754,0.8396167086652895,4324754,24160,35,2010000,2602770913,86,44,24,3,0,2,2,0,0,1,1,2025,10,14,1,0.8333333333333333,2.1516178350160025,0.0055945365691235,0.0120198945174654,1.7412926660235492e-05
1964,1964,7149,2197,5546,0.898553635367989,897537,56766,1552,1790000,150938000,30,7,2,6,0,0,2,0,0,2,0,2025,10,16,3,0.6666666666666666,0.5014170383145037,0.0649755219277623,0.0317128314453455,0.0008670386217661
1965,1965,2624,671,569,0.7412400638922918,6115546,15974,1146,1420000,614259058,12,5,10,7,0,6,0,0,3,1,0,2025,10,10,4,0.0,4.30671950231021,0.0027994225209944,0.0112492878526141,0.0008070416851819
1966,1966,2578,2917,3505,0.2983854315400549,3745985,11589,1747,443000,886622658,36,17,10,7,0,6,0,0,0,1,0,2025,9,24,2,1.0,8.455928993388277,0.0035600773734872,0.0261602118279642,0.003943557689486
1967,1967,4545,7806,5352,0.8202817414116907,1062030,10197,382,13700,20678467,57,26,17,9,0,10,1,0,0,1,0,2025,10,13,0,0.1666666666666666,77.51477994306985,0.0099611028303316,0.7442522443617254,0.0278811765564557
1968,1968,2915,4655,3731,0.9830001161108156,618800,67590,8821,548000,312426485,28,33,10,7,0,6,0,0,0,1,0,2025,10,19,6,0.5,1.1291950197171172,0.1234823473135951,0.1233391909868777,0.0160966859549526
1969,1969,2852,7067,6671,0.9152199359193672,7570773,83676,333,412000,1213456067,46,23,24,3,0,2,2,0,3,1,1,2025,10,17,4,0.0,18.37561802034461,0.011096487624647,0.2030965944257416,0.0008082504654114
1970,1970,5230,8051,4309,0.9732320553816862,100320,537,121,770000,462075406,48,25,20,0,0,4,0,0,0,1,2,2025,10,19,6,0.5,0.1302855450837076,0.0065589457840332,0.0006974016916861,0.0001571426530614
1971,1971,6343,8039,315,0.7918223441211012,2103978,18452,678,5020000,1911045604,0,12,25,2,0,7,0,0,0,1,2,2025,10,12,6,0.5,0.4191190400161275,0.0090922960732973,0.0036756964789449,0.0001350597340518
1972,1972,1337,4877,6132,0.8397108525988415,844693,21867,113,433000,369495702,21,10,26,5,0,5,0,0,0,2,1,2025,10,14,1,0.8333333333333333,1.9507876425227653,0.0260212574020888,0.050501038103838,0.0002609693742046
1973,1973,6826,1561,2150,0.9068583855570296,9739369,415196,1285,23900000,6862528832,60,33,26,5,0,5,3,2,3,1,1,2025,10,16,3,0.6666666666666666,0.4075049620290811,0.0427626222229979,0.0173722168463507,5.376568812695866e-05
1974,1974,6135,7353,6883,0.9456513348039834,578539,11124,204,86400,276564977,67,25,28,4,0,9,1,0,0,1,0,2025,10,18,5,0.3333333333333333,6.695975741021516,0.0195803228817367,0.12874850985521,0.0023610837837525
1975,1975,5221,5062,98,0.8902736764147221,3528865,0,82,4170000,1225225090,67,3,28,4,0,9,1,0,0,1,0,2025,10,16,3,0.6666666666666666,0.8462503965826387,2.323692653674013e-05,0.0,1.9664263869481085e-05
1976,1976,7885,780,1928,0.8632750791592798,108321,1246,131,728000,184019363,71,34,20,0,0,4,2,0,0,1,2,2025,10,15,2,1.0,0.1487923780324477,0.012712099111907,0.0017115361105273,0.0001799448077681
1977,1977,6424,3829,1123,0.8850992120152341,1512429,6800,3,61300,181770385,67,48,1,8,0,3,2,0,0,1,3,2025,10,16,3,0.6666666666666666,24.672175005301707,0.00449805941432,0.1109280435881959,4.893884275949821e-05
1978,1978,3909,5751,1997,0.9547927107489612,18596,811,10,47800,23425927,21,10,20,0,0,4,0,0,0,2,2,2025,10,18,5,0.3333333333333333,0.3890295182109161,0.0441469054148518,0.0169661722558105,0.0002092006443379
1979,1979,147,4096,2133,0.8672018226264981,2462513,48891,72,2170000,339168011,34,38,26,5,0,5,0,0,0,2,1,2025,10,15,2,1.0,1.13479809456309,0.0198833387343178,0.0225304043638689,3.317970821211603e-05
1980,1980,8315,5401,5249,0.3560027741078784,1196884,9063,583,228000,399813431,59,16,10,7,0,6,1,0,0,2,0,2025,9,26,4,0.0,5.249468204086824,0.0080592538130229,0.0397498256586593,0.0025570063289196
1981,1981,3572,7241,6952,0.8590109865970135,3381159,71925,65,25800,34480913,67,43,24,3,0,2,2,0,0,1,1,2025,10,15,2,1.0,131.04759505445526,0.0212915094228016,2.787682647959381,0.0025192821983644
1982,1982,1055,2354,2452,0.8010016914525977,15446044,151826,190,32700,20661790,91,26,1,8,0,3,2,0,3,1,3,2025,10,13,0,0.1666666666666666,472.341640928412,0.0098417426596905,4.642854958563959,0.0058102198709519
1983,1983,7976,2868,3233,0.839673195025398,223641,3059,76,83600,51686411,38,18,2,6,0,0,2,0,0,2,0,2025,10,14,1,0.8333333333333333,2.675099580148563,0.0140179393852675,0.0365904714058444,0.0009090800349278
1984,1984,5659,6578,5263,0.9205717047269673,867800,9903,64,26400,56662491,67,45,24,3,0,2,2,0,0,1,1,2025,10,17,4,0.0,32.869967046702776,0.0114853520565198,0.3750994280519677,0.002424150600356
1985,1985,7617,252,3055,0.94544735628142,1529577,6945,166,115000,566758616,5,44,2,6,0,0,0,0,0,1,0,2025,10,18,5,0.3333333333333333,13.300553908226885,0.0046489946900386,0.0603907792106155,0.0014434657089938
1986,1986,6990,7095,3511,0.8334402390000832,3353874,9292,120,13900,38789760,67,28,2,6,0,0,2,0,0,1,0,2025,10,14,1,0.8333333333333333,241.26854183152287,0.0028063061384219,0.6684411193439321,0.0086324724839939
1987,1987,3930,6330,4653,0.8395385692004993,665752,12125,71,107000,70882365,44,22,23,10,0,1,2,0,0,2,3,2025,10,14,1,0.8333333333333333,6.221923159596639,0.0183191063352324,0.1133166979747852,0.0006635452005121
1988,1988,478,3826,5731,0.9197002457156032,4657919,208713,21234,48200000,14668755763,42,21,20,0,0,4,0,2,0,0,2,2025,10,17,4,0.0,0.0966373216465285,0.0493668847897774,0.0043301451383787,0.0004405394099473
1989,1989,4772,6866,6912,0.958155845867509,111467,901,42,13900,26075854,67,23,2,6,0,0,2,0,0,1,0,2025,10,18,5,0.3333333333333333,8.018631753111286,0.0084598270355617,0.0648154809006546,0.0030213653693978
1990,1990,2955,1336,2669,0.7354906938721797,83205,2539,28,161000,178282296,77,38,28,4,0,9,1,0,0,2,0,2025,10,10,4,0.0,0.5167980323103584,0.0308511405427493,0.0157700883845441,0.0001739119632797
1991,1991,3248,5995,5664,0.8722865364760537,460311,37926,4338,440000,35950441,67,40,10,7,0,6,1,0,0,1,0,2025,10,15,2,1.0,1.0461589860023046,0.0918159856792784,0.0861952586471394,0.009859068502117
1992,1992,103,6740,6353,0.9436040180630698,386079,9907,8,65200,91072060,87,45,1,8,0,3,2,0,0,2,3,2025,10,18,5,0.3333333333333333,5.921366236714161,0.025681205967675,0.15194552230794,0.0001226975046394
1993,1993,120,4948,2382,0.727115021919758,7650335,98979,356,41700,42185389,7,3,2,6,0,0,0,0,3,1,0,2025,10,10,4,0.0,183.4568715378528,0.0129843970251764,2.373540202872833,0.0085369655403947
1994,1994,3383,7737,223,0.8447946250089444,1855352,14122,21,2270000,3045453925,81,12,2,6,0,0,2,0,0,2,0,2025,10,14,1,0.8333333333333333,0.8173353227597697,0.0076228081664243,0.0062211426338578,9.251097246212666e-06
1995,1995,4495,3557,6376,0.8844354972839028,5089059,102780,1557,59200,15170108,67,33,26,5,0,5,2,0,0,1,1,2025,10,16,3,0.6666666666666666,85.96238239218933,0.0205022145543577,1.7361193223087448,0.0263002314150098
1996,1996,2517,6881,2512,0.566130464663047,280123,14331,739,2310000,1266114004,87,45,28,4,0,9,1,0,0,2,0,2025,10,4,5,0.3333333333333333,0.1212653154695604,0.0537976039182647,0.0062038934182279,0.0003199132814228
1997,1997,6397,1837,7539,0.8913475448830468,224022,4338,17,32800,25649392,91,10,1,8,0,3,2,0,0,1,3,2025,10,16,3,0.6666666666666666,6.829730800890217,0.019439968217549,0.1322520654858083,0.0005182768818023
1998,1998,5292,3372,2065,0.9485406121237928,1656175,32172,754,7860000,4136528461,42,2,10,7,0,6,0,0,0,0,0,2025,10,18,5,0.3333333333333333,0.2107092607240126,0.0198807373129425,0.004093129250238,9.592874097598716e-05
1999,1999,6151,2775,2535,0.8915141796454691,2050798,35305,33,1190000,1196017063,93,48,1,8,0,3,2,0,0,1,3,2025,10,16,3,0.6666666666666666,1.723358215665365,0.0172313327634741,0.0296680422957627,2.773106913355535e-05
2000,2000,4252,1873,1556,0.538168774967744,886482,21402,1294,53600,4029012,47,24,10,7,0,6,0,0,0,2,0,2025,10,3,4,0.0,16.538534728829685,0.0256022958139073,0.3992835954553086,0.0241413406466297
2001,2001,2326,5472,6704,0.8725272311327217,6716137,35688,16,7570000,2924924738,42,3,26,5,0,5,0,0,3,0,1,2025,10,15,2,1.0,0.8872042421130459,0.0053161504424119,0.0047143983204229,2.113606061610824e-06
2002,2002,4048,4186,327,0.8965838304656017,53379,3472,520,59700,11435152,18,9,25,2,0,7,0,0,0,1,2,2025,10,16,3,0.6666666666666666,0.8941056263714176,0.0747845635069314,0.0581564797909582,0.0087100718580928
2003,2003,8395,3074,896,0.9796413743758876,684035,50723,763,1590000,378583856,73,36,26,5,0,5,2,0,0,2,1,2025,10,19,6,0.5,0.4302104212513074,0.0752679683525428,0.0319012377979636,0.0004798739120289
2004,2004,466,2154,5417,0.942328681576896,123366,3521,199,378000,80403109,22,11,28,4,0,9,0,0,0,1,0,2025,10,18,5,0.3333333333333333,0.3263642159676826,0.0301539309539828,0.0093147901725127,0.0005264536337205
2005,2005,424,8284,5950,0.952503444098852,730274,36873,119,389000,637995388,44,22,23,10,0,1,2,0,0,2,3,2025,10,18,5,0.3333333333333333,1.8773062280045552,0.0506548902810585,0.0947889594114154,0.0003059118099953
2006,2006,7348,5621,2692,0.9118458173419411,112127,4359,347,237000,106118851,38,18,24,3,0,2,0,0,0,2,1,2025,10,17,4,0.0,0.4731077084062936,0.0419698915525114,0.0183923274585339,0.0014641288433382
2007,2007,5758,1512,4532,0.9067435299581348,68682,2652,276,201000,106032152,16,8,10,7,0,6,0,0,0,2,0,2025,10,16,3,0.6666666666666666,0.3416997925383456,0.0426306364020208,0.0131939642091332,0.0013731274968781
2008,2008,3129,2401,5379,0.8617031892825935,395969,2749,60,121000,26136678,67,3,20,0,0,4,2,0,0,1,2,2025,10,15,2,1.0,3.2724440293881867,0.0070939717655377,0.0227188205056156,0.0004958636705481
2009,2009,6919,4132,2162,0.8373550575689706,64658,2792,0,427,64476,67,10,10,7,0,6,1,0,0,1,0,2025,10,14,1,0.8333333333333333,151.07009345794393,0.0431803770550116,6.5233644859813085,0.0
2010,2010,2391,4481,3905,0.8983757033336133,909258,15072,12,50100,103966906,67,46,2,6,0,0,2,0,0,1,0,2025,10,16,3,0.6666666666666666,18.148500029939523,0.0165893326323962,0.3008323187161933,0.0002395161773218
2011,2011,1189,2327,802,0.8994376469037206,5162048,99107,75,43300,83458522,91,15,1,8,0,3,2,0,0,1,3,2025,10,16,3,0.6666666666666666,119.21313595528972,0.0192136882079189,2.2887924066418788,0.0017320616152051
2012,2012,4653,2127,4233,0.929226042722462,462129,6022,1158,7430000,4023323614,91,8,25,2,0,7,1,0,0,1,2,2025,10,17,4,0.0,0.0621977036073077,0.0155367537273061,0.0008104978720729,0.0001558546223614
2013,2013,7006,7400,6173,0.9095847938717724,6423557,72233,51,276000,195686654,7,3,24,3,0,2,0,0,3,1,1,2025,10,17,4,0.0,23.273672921474923,0.0112529535811772,0.2617128198810874,0.0001847819391958
2014,2014,6954,1109,5987,0.9738923181688506,2282488,31053,5,9870000,10392945590,39,19,1,8,0,3,0,2,0,1,3,2025,10,19,6,0.5,0.2312550930845903,0.0136070754338794,0.0031462002891387,5.065855616428003e-07
2015,2015,3366,5325,248,0.9428960556829225,375684,4620,204,1930000,351697463,42,35,20,0,0,4,0,0,0,0,2,2025,10,18,5,0.3333333333333333,0.1946548214223723,0.0128405446051878,0.0023937811431185,0.0001056994270987
2016,2016,595,7195,7248,0.9208654337995767,304904,1213,13,90800,87074743,48,25,28,4,0,9,1,0,0,1,0,2025,10,17,4,0.0,3.357936586601469,0.0040209245502697,0.0133588837127344,0.0001431702294027
2017,2017,2548,2901,3587,0.975100812462074,95529,7124,243,1280000,1465556112,89,39,20,0,0,4,2,0,0,2,2,2025,10,19,6,0.5,0.0746319729437711,0.0771171359782267,0.0055656206518588,0.0001898436016846
2018,2018,2830,6318,5972,0.910448093742275,2011645,34318,2093,438000,319587172,39,28,25,2,0,7,0,0,0,1,2,2025,10,17,4,0.0,4.592786317839457,0.0181001030996507,0.078351419288997,0.0047785279029043
